route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCESN-87576207-87547000,OCESN,"","Bourges - Paris-Austerlitz",,2,,,
OCESN-87611483-87547000,OCESN,"","Latour-de-Carol-Enveitg - Paris-Austerlitz",,2,,,
OCESN-87581009-87547000,OCESN,"","Bordeaux-St-Jean - Paris-Austerlitz",,2,,,
OCE677596,OCESN,"","IC Eco Paris-Bordeaux",,2,,,
OCE761845,OCESN,"","IC Eco Paris-Nantes",,2,,,
OCESN-87481002-87547000,OCESN,"","Nantes - Paris-Austerlitz",,2,,,
OCE1185971,OCESN,"","Nantes-Lyon",,2,,,
OCESN-87722025-87481002,OCESN,"","Lyon-Perrache - Nantes",,2,,,
OCESN-87751008-87611004,OCESN,"","Marseille-St-Charles - Toulouse-Matabiau",,2,,,
OCESN-87581009-87751008,OCESN,"","Bordeaux-St-Jean - Marseille-St-Charles",,2,,,
OCESN-87581009-87775007,OCESN,"","Bordeaux-St-Jean - Nîmes",,2,,,
OCE1177945,OCESN,"","Bordeaux-Marseille",,2,,,
OCESN-87681007-87682005,OCESN,"","Corbeil-Essonnes - Melun",,2,,,
OCESN-87681007-87681635,OCESN,"","Corbeil-Essonnes - Coudray-Montceaux",,3,,,
OCESN-87681007-87681452,OCESN,"","Corbeil-Essonnes - La Ferté-Alais",,3,,,
OCE645667,OCESN,"","Bordeaux-Lyon via Clermont Fd",,2,,,
OCE1053888,OCESN,"","IC Eco Paris-Lyon",,2,,,
OCE1185976,OCESN,"","Paris-Briançon",,2,,,
OCESN-87763607-87547000,OCESN,"","Briançon - Paris-Austerlitz",,2,,,
OCESN-87696005-87686667,OCESN,"","Nevers - Paris-Bercy",,2,,,
OCE645663,OCESN,"","Paris-Clermont Fd",,2,,,
OCESN-87734004-87686667,OCESN,"","Clermont-Ferrand - Paris-Bercy",,2,,,
OCE645644,OCESN,"","Paris-Amiens",,2,,,
OCE645648,OCESN,"","Paris-St Quentin",,2,,,
OCE20625,OCESN,"","Caen-Le Mans-Tours",,2,,,
OCE20622,OCESN,"","Paris-Vernon-Rouen",,2,,,
OCE20623,OCESN,"","Paris-Evreux-Serquigny",,2,,,
OCE240745,OCESN,"","Paris-Orléans-Tours",,2,,,
OCESN-87547000-87571000,OCESN,"","Paris-Austerlitz - Tours",,2,,,
OCESN-87673004-87611004,OCESN,"","Bayonne - Toulouse-Matabiau",,2,,,
OCESN-87781005-87734004,OCESN,"","Béziers - Clermont-Ferrand",,2,,,
OCE645666,OCESN,"","Clermont Fd-Béziers",,2,,,
